product	purchases	week
20562977	1	7
20562977	1	8
20562977	4	46
20562977	4	47
20562984	1	7
20562991	4	2
20562991	1	4
20562991	2	5
20562991	2	6
20562991	4	45
20562991	1	46
20562991	2	47
20562991	1	49
20562991	1	50
20562991	1	51
20563165	1	1
20563165	1	3
20563165	2	8
20563165	1	44
20563165	1	47
20563165	1	48
20563165	1	49
20563165	1	51
20563165	1	53
20563172	1	2
20563172	1	4
20563172	1	45
20563172	1	46
20563172	1	47
20563189	1	0
20563189	1	2
20563189	1	3
20563189	1	48
20563189	1	52
20563196	2	45
20563202	1	2
20563202	1	4
20563202	1	51
20563226	1	0
20563226	1	44
20563226	1	50
20563233	1	1
20563240	1	50
20563257	1	3
20563257	1	8
20563257	1	44
20563257	1	45
20563257	1	46
20563257	1	47
20563257	1	48
20563257	1	52
20563264	1	0
20563264	2	3
20563264	1	45
20563264	1	48
20563264	1	52
20563271	1	1
20563271	1	6
20563271	1	47
20563271	1	48
20563271	1	51
20563271	1	53
20563332	1	45
20563349	1	5
20563349	1	6
20563349	1	45
20563356	2	2
20563356	1	3
20563356	1	6
20563356	5	7
20563356	8	8
20563356	1	46
20563356	10	47
20563356	10	48
20563356	16	49
20563356	2	50
20563370	1	6
20563387	1	6
20563387	1	8
20563394	2	3
20563394	1	46
20563394	1	50
20563400	1	1
20563400	2	2
20563400	3	3
20563400	1	4
20563400	1	47
20563417	1	2
20563417	1	45
20563417	1	48
20563417	1	49
20563479	1	7
20563486	1	1
20563486	1	2
20563486	3	3
20563486	1	7
20563486	1	46
20563509	1	5
20563509	1	8
20563509	1	44
20563509	1	46
20563509	1	51
20563509	1	53
20563516	1	1
20563516	1	2
20563516	1	6
20563516	1	45
20563530	1	44
20563530	1	49
20563530	1	50
20563554	1	0
20563554	1	1
20563554	1	2
20563554	1	3
20563554	2	4
20563554	1	6
20563554	4	44
20563554	15	45
20563554	12	46
20563554	5	47
20563554	3	48
20563554	4	49
20563554	4	50
20563554	2	51
20563554	1	53
20563578	1	3
20563585	2	6
20563585	1	45
20563585	1	47
20563585	1	49
20563592	1	6
20563592	1	7
20563592	1	47
20563592	1	48
20563592	1	51
20563615	1	49
20563639	1	3
20563639	1	4
20563639	1	46
20563721	1	5
20563721	1	8
20563721	1	47
20563721	1	48
20563721	1	50
20563738	1	3
20563745	3	0
20563745	2	1
20563745	4	2
20563745	10	3
20563745	2	4
20563745	1	5
20563745	2	45
20563745	1	46
20563745	1	47
20563745	1	48
20563745	1	49
20563745	3	50
20563745	1	51
20563745	1	53
20563752	2	0
20563752	2	1
20563752	4	2
20563752	1	4
20563752	1	6
20563752	1	7
20563752	1	45
20563752	1	46
20563752	1	47
20563752	3	48
20563752	3	49
20563752	1	50
20563752	1	52
20563769	3	0
20563769	2	1
20563769	6	2
20563769	6	3
20563769	1	4
20563769	1	5
20563769	1	7
20563769	1	46
20563769	1	47
20563769	3	48
20563769	1	50
20563769	1	51
20563769	1	52
20563769	2	53
20563776	2	1
20563776	4	2
20563776	4	3
20563776	1	4
20563776	1	6
20563776	1	7
20563776	2	45
20563776	1	46
20563776	1	47
20563776	1	48
20563776	3	49
20563776	4	50
20563783	1	0
20563783	1	1
20563783	4	2
20563783	3	3
20563783	1	4
20563783	1	5
20563783	2	6
20563783	3	7
20563783	2	47
20563783	2	48
20563783	1	50
20563783	1	52
20563790	1	1
20563790	2	2
20563790	1	48
20563790	1	50
20563806	1	3
20563806	3	48
20563813	1	0
20563813	1	1
20563813	2	47
20563813	1	53
20563820	1	7
20563820	1	47
20564100	9	0
20564100	6	1
20564100	21	2
20564100	12	3
20564100	7	4
20564100	3	5
20564100	1	6
20564100	3	7
20564100	1	8
20564100	3	44
20564100	9	45
20564100	7	46
20564100	6	47
20564100	11	48
20564100	6	49
20564100	5	50
20564100	3	51
20564100	2	52
20564100	3	53
20564117	3	0
20564117	3	1
20564117	7	2
20564117	2	3
20564117	1	4
20564117	1	5
20564117	2	45
20564117	3	47
20564117	1	48
20564117	1	49
20564117	1	50
20564117	1	52
20564117	2	53
20564124	2	0
20564124	3	2
20564124	2	3
20564124	3	4
20564124	1	5
20564124	1	44
20564124	1	45
20564124	4	46
20564124	2	47
20564124	1	48
20564124	3	49
20564124	2	50
20564124	1	51
20564131	1	0
20564131	1	3
20564131	2	4
20564131	1	5
20564131	1	8
20564131	2	44
20564131	2	45
20564131	1	46
20564131	1	47
20564131	1	48
20564131	1	49
20564131	3	50
20564148	1	0
20564148	1	47
20564155	1	3
20564155	1	5
20564155	1	7
20564155	3	46
20564155	1	51
20564179	1	3
20564186	2	2
20564186	2	3
20564186	1	7
20564186	1	46
20564186	1	47
20564186	1	51
20564186	1	52
20564278	1	49
20564308	1	0
20564308	2	2
20564308	1	4
20564308	1	44
20564308	1	45
20564308	1	47
20564308	1	48
20564308	1	51
20564315	1	2
20564315	1	3
20564315	1	7
20564315	1	48
20564315	1	49
20564315	1	50
20564315	2	51
20564322	5	2
20564322	4	3
20564322	2	4
20564322	1	47
20564322	1	48
20564322	1	49
20564322	1	50
20564339	1	6
20564360	1	2
20564384	1	3
20564384	1	45
20564384	1	52
20564476	1	45
20564520	1	4
20564537	12	0
20564537	1	1
20564537	3	2
20564537	9	3
20564537	3	44
20564537	12	45
20564537	3	46
20564537	3	47
20564537	7	48
20564537	2	49
20564537	1	50
20564537	2	52
20564537	1	53
20564544	4	0
20564544	3	1
20564544	23	2
20564544	5	3
20564544	2	4
20564544	5	5
20564544	17	6
20564544	6	7
20564544	1	45
20564544	2	46
20564544	3	47
20564544	1	48
20564544	3	49
20564544	2	50
20564544	3	51
20564544	7	52
20564544	4	53
20564551	1	1
20564551	3	2
20564551	3	3
20564551	1	4
20564551	1	5
20564551	1	8
20564551	1	44
20564551	1	45
20564551	1	46
20564551	1	47
20564551	1	52
20564551	1	53
20564568	3	44
20564568	2	46
20564568	1	47
20564575	3	44
20564575	3	45
20564575	1	46
20564575	5	47
20564575	2	48
20564582	1	44
20564582	3	45
20564599	1	2
20564599	1	4
20564599	1	8
20564599	1	45
20564599	1	47
20564605	1	1
20564605	5	3
20564605	1	5
20564605	3	6
20564605	8	44
20564605	41	45
20564605	15	46
20564605	6	47
20564605	3	48
20564605	1	50
20564605	1	51
20564612	1	1
20564612	1	2
20564612	1	6
20564612	14	47
20564612	7	48
20564612	16	49
20564612	6	50
20564629	1	46
20564629	1	51
20564636	3	2
20564636	1	7
20564636	1	46
20564636	1	47
20564643	10	0
20564643	7	1
20564643	3	2
20564643	1	4
20564643	1	6
20564643	1	7
20564643	1	8
20564643	1	47
20564643	1	50
20564643	5	52
20564643	3	53
20564650	1	6
20564650	2	45
20564650	1	47
20564650	2	48
20564650	2	49
20564667	1	4
20564667	1	47
20564667	1	48
20564674	2	45
20564674	1	50
20564681	1	4
20564698	1	0
20564698	1	5
20564698	1	50
20564704	1	46
20564711	2	1
20564711	1	44
20564711	2	45
20564711	1	48
20564711	1	49
20564735	1	0
20564735	1	3
20564735	1	47
20564735	1	48
20564742	1	49
20564766	1	1
20564766	1	3
20564766	1	4
20564766	2	45
20564766	2	46
20564766	1	49
20564766	1	50
20564780	1	44
20564780	1	45
20564780	2	47
20564797	2	2
20564797	1	3
20564797	1	4
20564797	1	45
20564797	2	46
20564803	1	1
20564803	1	3
20564803	2	7
20564803	2	45
20564803	1	52
20564865	1	1
20564889	1	4
20564889	1	6
20564889	1	47
20564889	1	50
20564896	1	0
20564896	3	2
20564896	2	45
20564896	1	48
20564902	1	47
20564926	1	49
20564933	1	4
20564933	2	6
20564933	1	7
20564933	2	44
20564933	8	45
20564933	9	46
20564933	3	47
20564933	2	48
20564933	4	49
20564933	1	50
20564933	1	51
20564995	1	7
20564995	1	45
20565008	1	0
20565008	2	2
20565008	1	3
20565008	1	4
20565008	3	5
20565008	2	6
20565008	1	51
20565015	2	0
20565015	2	1
20565015	1	2
20565015	1	5
20565015	1	6
20565015	1	45
20565015	1	49
20565015	1	50
20565022	1	2
20565022	1	44
20565022	1	46
20565039	1	0
20565039	1	1
20565039	1	2
20565039	2	3
20565039	2	4
20565039	3	5
20565039	1	7
20565039	1	8
20565039	5	44
20565039	1	46
20565039	1	48
20565039	2	50
20565039	3	52
20565046	1	1
20565046	1	2
20565046	1	3
20565046	1	52
20565053	2	2
20565053	1	5
20565053	1	6
20565053	1	51
20565084	2	3
20565084	1	8
20565084	1	48
20565091	1	7
20565091	1	44
20565091	1	50
20565107	1	0
20565107	2	2
20565107	3	3
20565107	2	4
20565107	1	6
20565107	1	46
20565114	1	0
20565114	1	1
20565114	1	2
20565114	1	3
20565114	1	5
20565114	1	50
20565114	1	51
20565145	1	6
20565176	1	0
20565176	1	5
20565183	1	1
20565183	1	5
20565183	2	6
20565183	2	7
20565183	1	8
20565183	1	45
20565183	1	47
20565183	3	48
20565183	2	49
20565183	1	50
20565183	1	51
20565190	1	1
20565190	2	3
20565190	1	6
20565190	1	8
20565190	1	50
20565190	1	52
20565206	1	1
20565206	1	4
20565206	1	8
20565206	1	45
20565206	1	47
20565206	1	48
20565206	2	49
20565206	2	50
20565206	1	52
20565220	1	5
20565220	1	50
20565237	1	1
20565237	1	7
20565237	2	8
20565237	1	48
20565244	1	5
20565244	1	8
20565244	1	44
20565251	1	44
20565275	1	3
20565275	3	4
20565275	1	5
20565275	2	6
20565275	1	44
20565275	2	46
20565275	2	47
20565275	1	48
20565275	4	49
20565275	1	52
20565282	1	1
20565282	1	4
20565282	1	53
20565299	1	2
20565299	1	6
20565299	1	45
20565305	1	2
20565305	1	6
20565305	1	8
20565305	2	45
20565305	1	46
20565305	2	47
20565305	1	50
20565305	1	51
20565305	1	52
20565312	1	3
20565312	2	46
20565312	1	47
20565329	1	1
20565329	2	46
20565336	1	2
20565336	1	7
20565336	1	46
20565336	1	47
20565343	1	0
20565343	2	1
20565343	2	2
20565343	1	3
20565343	3	4
20565343	1	6
20565343	4	7
20565343	1	8
20565343	1	44
20565343	1	46
20565343	4	47
20565343	1	48
20565343	2	49
20565343	1	51
20565367	2	1
20565367	1	2
20565367	1	3
20565367	2	4
20565367	1	6
20565367	1	7
20565367	1	47
20565367	2	49
20565374	1	1
20565374	2	3
20565374	3	4
20565374	1	46
20565374	3	48
20565381	4	2
20565381	4	3
20565381	4	4
20565381	4	5
20565381	2	6
20565381	2	8
20565381	1	45
20565381	1	46
20565381	4	47
20565381	1	49
20565381	2	50
20565381	2	51
20565381	2	52
20565398	1	3
20565404	1	6
20565404	2	46
20565404	1	47
20565404	1	53
20565411	1	46
20565411	6	47
20565411	5	48
20565411	1	49
20565411	5	50
20565411	2	52
20565428	1	2
20565428	1	44
20565428	1	45
20565435	1	51
20565442	1	0
20565442	1	3
20565442	1	45
20565442	1	47
20565442	1	48
20565459	1	51
20565466	3	45
20565480	1	45
20565497	1	47
20565497	2	48
20565510	1	6
20565510	1	45
20565510	4	47
20565510	1	48
20565510	1	50
20565558	1	1
20565558	1	3
20565558	1	5
20565558	1	49
20565558	1	51
20565558	3	52
20565565	2	0
20565565	2	2
20565565	1	3
20565565	4	4
20565565	5	5
20565565	1	6
20565565	1	8
20565565	4	44
20565565	6	45
20565565	2	46
20565565	2	47
20565565	1	48
20565565	3	50
20565565	2	51
20565565	2	52
20565565	2	53
20565572	1	0
20565572	1	1
20565572	2	3
20565572	2	4
20565572	1	5
20565572	1	7
20565572	4	44
20565572	3	45
20565572	1	46
20565572	1	47
20565572	1	48
20565589	1	1
20565589	3	2
20565589	1	3
20565589	1	6
20565589	1	7
20565589	2	50
20565589	1	52
20565596	1	44
20565596	2	45
20565602	1	3
20565602	1	46
20565602	1	47
20565602	1	50
20565619	1	0
20565619	1	1
20565619	4	2
20565619	8	3
20565619	2	4
20565619	2	5
20565619	2	6
20565619	1	7
20565619	11	47
20565619	31	48
20565619	10	49
20565619	10	50
20565619	3	51
20565619	1	52
20565619	1	53
20565626	1	5
20565626	5	47
20565626	1	48
20565626	3	49
20565626	2	50
20565640	2	3
20565640	1	4
20565640	2	5
20565640	1	7
20565640	1	48
20565640	1	49
20565671	1	52
20565688	1	7
20565701	1	0
20565701	1	2
20565701	1	4
20565701	1	44
20565701	1	45
20565701	1	48
20565701	1	50
20565701	1	51
20565718	1	0
20565718	1	2
20565718	1	3
20565718	2	4
20565718	2	5
20565718	1	6
20565718	1	44
20565718	1	49
20565725	2	1
20565725	2	2
20565725	1	4
20565725	1	45
20565725	2	46
20565725	1	47
20565725	2	48
20565732	1	0
20565732	1	4
20565732	2	50
20565749	1	44
20565749	1	46
20565749	1	48
20565749	1	53
20565756	1	7
20565763	3	0
20565763	2	2
20565763	2	3
20565763	2	4
20565763	4	5
20565763	2	6
20565763	3	7
20565763	4	8
20565763	1	46
20565763	1	47
20565763	1	48
20565763	1	49
20565763	2	51
20565763	1	52
20565770	2	3
20565770	3	6
20565770	3	45
20565770	1	48
20565770	2	49
20565770	2	50
20565787	1	2
20565787	4	3
20565787	2	4
20565787	1	5
20565787	1	46
20565787	1	47
20565787	1	48
20565787	1	49
20565787	1	50
20565787	1	51
20565794	33	0
20565794	28	1
20565794	6	2
20565794	1	3
20565794	1	4
20565794	1	5
20565794	29	44
20565794	17	45
20565794	18	46
20565794	25	47
20565794	28	48
20565794	23	49
20565794	15	50
20565794	7	51
20565794	17	52
20565794	17	53
20565800	1	44
20565800	4	45
20565800	4	46
20565800	4	47
20565800	1	51
20565817	3	44
20565817	10	45
20565817	5	46
20565817	13	47
20565817	6	48
20565817	3	49
20565824	1	0
20565824	1	4
20565824	1	7
20565824	1	8
20565824	1	44
20565824	1	45
20565824	1	46
20565824	1	48
20565824	2	49
20565824	1	53
20565831	3	3
20565831	1	4
20565831	1	6
20565831	1	8
20565831	2	47
20565831	1	48
20565831	1	49
20565831	1	50
20565879	1	3
20565879	1	4
20565879	2	5
20565879	3	45
20565879	3	47
20565879	1	48
20565879	3	49
20565886	3	2
20565886	1	3
20565886	3	4
20565886	1	7
20565886	1	8
20565886	2	47
20565886	1	48
20565886	1	50
20565909	1	1
20565909	2	3
20565909	1	4
20565909	1	44
20565909	1	50
20565909	1	51
20565909	1	52
20565916	1	4
20565916	1	45
20565916	1	47
20565916	2	52
20565961	1	0
20565961	1	2
20565961	1	5
20565961	2	53
20565978	1	5
20565992	1	2
20565992	1	3
20565992	1	45
20565992	1	48
20566005	1	2
20566005	1	6
20566012	2	1
20566012	1	2
20566012	2	3
20566012	2	6
20566012	2	45
20566012	1	47
20566012	1	48
20566012	1	49
20566012	2	51
20566029	1	5
20566036	1	1
20566036	1	4
20566036	1	8
20566043	1	7
20566043	1	53
20566050	1	2
20566050	1	3
20566050	1	4
20566050	1	5
20566067	5	0
20566067	4	1
20566067	3	2
20566067	1	5
20566067	2	45
20566067	2	46
20566067	3	47
20566067	3	48
20566067	5	49
20566067	6	50
20566067	6	52
20566067	2	53
20566074	2	0
20566074	3	1
20566074	5	2
20566074	4	3
20566074	1	4
20566074	3	5
20566074	2	6
20566074	2	7
20566074	1	8
20566074	2	44
20566074	10	45
20566074	17	46
20566074	11	47
20566074	7	48
20566074	11	49
20566074	11	50
20566074	6	51
20566074	5	52
20566074	2	53
20566081	3	7
20566081	3	8
20566081	1	44
20566081	2	45
20566081	2	47
20566081	3	48
20566081	6	49
20566081	4	50
20566081	1	51
20566081	2	52
20566081	2	53
20566098	1	4
20566098	1	5
20566098	1	7
20566098	2	45
20566098	1	46
20566098	1	47
20566098	1	48
20566098	2	49
20566098	1	50
20566104	1	2
20566104	1	47
20566104	2	48
20566111	1	45
20566128	1	3
20566128	1	4
20566128	1	6
20566128	1	45
20566128	1	49
20566128	1	50
20566135	1	45
20566135	2	48
20566135	1	51
20566142	2	1
20566142	1	2
20566142	1	44
20566142	1	45
20566142	3	46
20566142	2	47
20566142	1	48
20566142	1	53
20566159	2	1
20566159	1	2
20566159	1	4
20566159	1	7
20566159	3	8
20566159	1	47
20566159	1	52
20566166	1	1
20566166	2	2
20566166	1	45
20566166	1	47
20566166	1	51
20566173	1	1
20566173	1	2
20566173	1	3
20566173	1	6
20566173	2	50
20566180	1	44
20566180	1	45
20566180	1	47
20566180	3	48
20566180	1	50
20566197	4	5
20566197	3	47
20566197	1	48
20566197	1	49
20566197	1	52
20566203	1	44
20566203	4	45
20566203	1	46
20566203	3	47
20566203	4	48
20566203	1	49
20566203	1	50
20566210	1	45
20566210	1	46
20566210	1	49
20566210	2	53
20566227	4	44
20566227	5	47
20566227	2	48
20566234	1	2
20566234	1	4
20566234	1	7
20566234	1	44
20566234	3	45
20566234	5	46
20566234	1	48
20566258	1	51
20566364	1	50
20566388	1	47
20566388	3	48
20566388	2	49
20566395	4	1
20566395	2	4
20566395	1	5
20566395	2	6
20566395	2	8
20566395	18	44
20566395	26	45
20566395	39	46
20566395	11	47
20566395	7	48
20566395	8	49
20566395	1	51
20566395	4	52
20566401	1	1
20566401	1	3
20566401	1	4
20566401	8	44
20566401	11	45
20566401	2	46
20566401	2	47
20566401	3	48
20566401	1	51
20566401	3	52
20566432	1	3
20566432	1	6
20566432	1	8
20566456	1	8
20566456	1	44
20566456	1	49
20566463	1	1
20566463	1	45
20566463	1	53
20566524	1	1
20566524	1	2
20566524	1	4
20566524	1	48
20566524	1	49
20566548	2	2
20566555	1	0
20566555	1	2
20566555	1	4
20566555	1	7
20566555	1	8
20566555	1	44
20566555	2	47
20566555	1	48
20566555	1	49
20566555	1	50
20566555	1	52
20566562	1	1
20566562	2	4
20566579	2	48
20566579	1	52
20566586	1	47
20566586	2	50
20566609	2	2
20566609	2	47
20566609	1	48
20566609	1	50
20566616	1	2
20566616	1	5
20566616	1	8
20566616	1	46
20566616	1	47
20566616	1	53
20566623	1	1
20566623	1	4
20566678	1	1
20566678	2	3
20566678	1	4
20566678	2	5
20566678	1	6
20566678	2	47
20566678	2	48
20566678	1	50
20566685	1	47
20566685	2	49
20566685	1	50
20566692	1	2
20566692	1	47
20566708	1	47
20566708	1	48
20566715	1	53
20566722	1	52
20566739	2	45
20566739	2	47
20566739	1	52
20568351	2	49
20568368	1	2
20568368	1	45
20568375	1	4
20568399	1	2
20568399	1	3
20568399	1	5
20568399	6	47
20568399	1	48
20568399	1	50
20568405	1	2
20568405	1	3
20568405	4	47
20568405	1	49
20568405	1	50
20568412	2	2
20568412	1	3
20568412	1	50
20568429	2	1
20568429	2	2
20568429	3	3
20568429	1	5
20568429	1	46
20568429	1	47
20568429	1	48
20568429	2	49
20568429	2	50
20568436	1	2
20568436	1	3
20568436	1	4
20568436	2	5
20568436	1	7
20568436	1	46
20568436	1	47
20568436	1	48
20568436	1	49
20568436	1	50
20568443	2	2
20568443	2	4
20568443	2	6
20568443	1	7
20568443	2	8
20568443	1	46
20568443	1	50
20568450	2	2
20568450	1	3
20568450	1	5
20568450	2	6
20568450	1	45
20568450	1	51
20568467	2	3
20568467	1	5
20568467	1	49
20568474	2	0
20568474	1	1
20568474	1	2
20568481	3	2
20568481	1	3
20568481	1	4
20568481	1	5
20568481	1	6
20568481	1	46
20568481	1	50
20568498	1	2
20568498	1	4
20568498	1	8
20568498	1	47
20568498	1	48
20568504	2	2
20568504	1	50
20568528	1	7
20568566	2	4
20568566	1	5
20568566	1	7
20568566	1	46
20568566	1	48
20568566	1	50
20568566	2	51
20568566	2	52
20568580	1	0
20568580	1	2
20568580	2	52
20568603	26	47
20568603	33	48
20568603	19	49
20568603	22	50
20568603	4	52
20568627	1	0
20568627	3	2
20568627	1	3
20568627	2	48
20568634	1	0
20568634	1	2
20568634	1	3
20568634	1	4
20568634	1	8
20568634	1	47
20568634	1	48
20568634	1	49
20568634	1	53
20568641	1	2
20568641	2	3
20568641	1	48
20568641	1	50
20568658	1	1
20568658	2	2
20568658	2	3
20568658	2	5
20568658	1	8
20568665	1	1
20568665	2	2
20568665	2	5
20568665	1	8
20568665	1	52
20568672	2	3
20568672	1	4
20568672	1	49
20568672	1	50
20568689	2	2
20568689	5	3
20568689	2	5
20568689	1	49
20568696	1	2
20568696	1	3
20568696	1	7
20568696	1	48
20568702	1	2
20568702	1	3
20568702	1	6
20568702	1	51
20568719	1	0
20568719	2	2
20568719	3	3
20568719	2	4
20568719	1	5
20568719	2	7
20568719	2	48
20568719	1	51
20568726	4	2
20568726	1	6
20568726	1	50
20568726	1	53
20568733	2	0
20568733	4	1
20568733	2	2
20568733	1	3
20568733	1	5
20568733	1	6
20568733	1	7
20568733	1	8
20568733	3	48
20568733	9	49
20568733	4	50
20568733	2	53
20568740	2	0
20568740	3	2
20568740	4	3
20568740	1	50
20568757	2	0
20568757	2	1
20568757	2	2
20568757	5	3
20568757	1	4
20568757	2	5
20568757	2	49
20568757	1	50
20568764	1	0
20568764	1	1
20568764	1	2
20568764	1	3
20568764	3	50
20568788	1	2
20568788	1	3
20568788	1	5
20568788	1	51
20568788	1	52
20568795	1	0
20568795	3	2
20568795	4	3
20568795	1	8
20568795	2	47
20568795	1	48
20568795	1	49
20568801	1	1
20568801	1	2
20568801	2	4
20568801	1	5
20568801	1	7
20568801	2	48
20568801	1	50
20568818	1	0
20568818	1	1
20568818	2	2
20568818	1	3
20568818	2	4
20568818	1	5
20568818	1	6
20568818	7	50
20568818	1	51
20568818	2	52
20568832	1	0
20568832	1	2
20568832	1	47
20568832	2	50
20568832	1	51
20568849	3	2
20568849	1	8
20568849	1	48
20568849	1	52
20568856	1	5
20568856	1	47
20568856	1	49
20568856	1	50
20568863	1	1
20568863	2	3
20568863	1	6
20568894	4	47
20568894	6	48
20568894	4	49
20568894	1	50
20568900	2	47
20568900	5	48
20568900	4	49
20568917	1	2
20568917	2	47
20568917	4	48
20568917	9	49
20568917	4	50
20568924	1	49
20568955	2	1
20568955	3	2
20568955	1	4
20568955	3	5
20568955	1	6
20568955	4	49
20568955	2	50
20568955	1	51
20568955	1	53
20568962	4	1
20568962	1	2
20568962	1	4
20568962	3	5
20568962	1	6
20568962	1	50
20568962	1	52
20568979	3	1
20568979	2	2
20568979	1	3
20568979	1	4
20568979	1	6
20568979	1	49
20568979	1	50
20568979	1	53
20568986	4	0
20568986	1	1
20568986	1	2
20568986	2	49
20568986	4	50
20568986	2	51
20568986	2	52
20568993	3	0
20568993	4	1
20568993	1	3
20568993	1	4
20568993	2	5
20568993	2	7
20568993	1	8
20568993	2	50
20569006	2	1
20569006	1	4
20569006	4	5
20569006	2	6
20569006	2	50
20569006	4	51
20569006	2	52
20569013	1	50
20569020	1	52
20569037	1	1
20569037	1	4
20569044	1	47
20569044	1	48
20569044	1	50
20569105	3	2
20569105	2	5
20569105	4	50
20569105	2	52
20569105	1	53
20569112	1	2
20569112	1	3
20569112	1	5
20569129	1	3
20569129	1	8
20569136	1	0
20569143	1	0
20569143	1	4
20569143	1	53
20569150	1	7
20569150	1	8
20569167	1	52
20569174	1	1
20569174	1	7
20569181	1	3
20569181	1	4
20569198	2	1
20570002	2	3
20570057	2	2
20570057	1	3
20570057	1	4
20570057	1	50
20570064	2	2
20570064	1	3
20570064	1	50
20570071	1	0
20570071	12	1
20570071	2	5
20570071	2	7
20570071	1	8
20570071	1	50
20570071	1	52
20570071	2	53
20570095	1	1
20570101	5	0
20570101	7	1
20570101	1	2
20570101	2	53
20570118	3	0
20570118	10	1
20570118	2	2
20570118	4	3
20570118	1	5
20570118	1	51
20570118	1	52
20570118	2	53
20570125	5	0
20570125	16	1
20570125	3	2
20570125	4	51
20570125	4	52
20570125	1	53
20570132	1	0
20570132	1	1
20570132	1	2
20570132	1	4
20570132	1	7
20570149	1	6
20570149	2	52
20570156	7	0
20570156	16	1
20570156	5	2
20570156	2	3
20570156	1	5
20570156	3	52
20570156	3	53
20570163	2	2
20570163	1	3
20570163	1	50
20570163	1	53
20570170	6	0
20570170	14	1
20570170	3	2
20570170	2	6
20570170	3	52
20570170	1	53
20570422	1	0
20570422	1	2
20570422	1	3
20570422	1	4
20570422	1	7
20570422	1	53
20570439	2	0
20570439	1	1
20570439	1	53
20570446	1	0
20570446	1	2
20570446	1	3
20570446	1	4
20570446	1	7
20570446	1	51
20570460	1	2
20570460	2	3
20570460	2	4
20570460	1	52
20570477	2	3
20570477	1	4
20570477	2	5
20570484	6	1
20570484	15	2
20570484	18	3
20570484	5	4
20570484	7	6
20570484	5	7
20570484	1	8
20570491	1	2
20570491	6	4
20570491	7	5
20570491	8	6
20570507	1	0
20570507	1	2
20570507	1	52
20570507	3	53
20570514	1	1
20570514	2	52
20570521	3	0
20570521	1	1
20570538	1	0
20570538	1	2
20570538	2	3
20570538	1	5
20570545	1	0
20570545	1	2
20570545	4	3
20570545	1	4
20570545	3	5
20570552	9	2
20570552	17	3
20570552	1	4
20570569	20	2
20570569	102	3
20570569	20	4
20570569	1	6
20570569	2	7
20570590	1	5
20570606	5	4
20570606	3	5
20570606	2	6
20570613	4	1
20570613	7	2
20570613	8	3
20570613	2	4
20570613	1	5
20570613	5	7
20570613	2	8
20570620	9	1
20570620	14	2
20570620	12	3
20570620	8	4
20570620	1	5
20570637	5	1
20570637	1	2
20570637	1	4
20570637	1	5
20570637	2	6
20570637	1	7
20570637	1	8
20570651	1	1
20570651	1	3
20570651	1	53
20570699	1	1
20570705	1	1
20570705	1	2
20570705	1	6
20570729	1	1
20570729	1	4
20570736	1	1
20570736	1	3
20570743	1	2
20570743	1	8
20570743	1	53
20570774	2	1
20570774	5	3
20570774	2	7
20570774	1	8
20570781	1	1
20570781	2	3
20570781	1	5
20570798	2	2
20570798	4	7
20570804	2	4
20570804	1	6
20570804	1	7
20570804	1	8
20570811	3	2
20570811	1	3
20570828	1	2
20570828	2	3
20570828	1	4
20570828	1	8
20570835	3	1
20570835	17	2
20570835	5	3
20570835	1	6
20570835	2	7
20570835	2	8
20570842	1	1
20570842	13	2
20570842	4	3
20570842	2	4
20570859	5	1
20570859	12	2
20570859	11	3
20570859	1	4
20570859	1	8
20570866	8	1
20570866	43	2
20570866	14	3
20570866	1	8
20570873	7	1
20570873	41	2
20570873	11	3
20570873	2	7
20570873	1	8
20570880	6	1
20570880	12	2
20570880	16	3
20570880	2	4
20570897	2	1
20570897	6	2
20570897	4	3
20570903	9	1
20570903	34	2
20570903	17	3
20570910	6	1
20570910	36	2
20570910	16	3
20570910	1	7
20570910	1	8
20570927	1	1
20570927	9	2
20570927	1	3
20570934	3	1
20570934	13	2
20570934	7	3
20570934	1	6
20570941	1	1
20570941	6	2
20570941	8	3
20570958	8	2
20570958	3	3
20570958	1	6
20570965	1	1
20570965	2	2
20570965	2	3
20570972	6	1
20570972	18	2
20570972	10	3
20570989	11	1
20570989	46	2
20570989	7	3
20570996	5	2
20570996	3	3
20571009	8	1
20571009	37	2
20571009	34	3
20571009	1	7
20571009	3	8
20571016	3	1
20571016	25	2
20571016	2	3
20571016	1	7
20571023	11	1
20571023	54	2
20571023	12	3
20571023	1	4
20571023	3	5
20571023	4	8
20571030	13	2
20571030	15	3
20571047	6	2
20571047	10	3
20571054	10	2
20571054	8	3
20571061	8	2
20571061	8	3
20571078	17	2
20571078	5	3
20571085	27	2
20571122	45	2
20571122	3	3
20571139	2	5
20571139	3	6
20571146	4	2
20571146	4	3
20571146	1	4
20571146	2	5
20571146	2	7
20571146	2	8
20571153	2	2
20571153	2	3
20571153	1	4
20571153	2	5
20571153	1	7
20571153	1	8
20571160	1	2
20571160	2	3
20571160	1	4
20571177	3	2
20571177	3	3
20571184	4	2
20571184	1	5
20571191	2	3
20571207	3	1
20571207	6	2
20571207	1	3
20571207	2	4
20571207	1	5
20571207	1	7
20571207	2	8
20571214	2	1
20571214	6	2
20571214	1	4
20571214	1	5
20571214	1	8
20571221	3	2
20571221	3	3
20571238	1	1
20571238	4	2
20571238	2	3
20571245	1	2
20571252	1	2
20571269	1	2
20571276	2	2
20571283	3	2
20571283	4	3
20571290	1	1
20571290	6	2
